hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
18115560,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Idaho
18115721,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,New Jersey
18115741,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
18115749,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Massachusetts
18115752,Female,5,English,0 days,0 days,Completely confident,Somewhat well,9th-12th grade; No diploma,Exp 2 ACE,Oklahoma
18115795,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Missouri
18115847,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,Doctorate,1,Alaska
18116014,Female,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Massachusetts
18116227,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Mississippi
18116607,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Hawaii
18116770,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Vermont
18116815,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Maine
18116926,Male,5,English,1-3 days,4-6 days,Mostly confident,Somewhat well,Master’s Degree,Exp 1 ACE,Colorado
18117207,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Nevada
18117294,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,North Dakota
18117330,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,New York
18117426,Male,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Maine
18117491,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 2 ACE,District of Columbia
18117689,Female,5,English,Every day,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Virginia
18117732,Female,5,English,0 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Texas
18118142,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Pennsylvania
18118230,Male,5,English,1-3 days,Every day,Completely confident,Very well,Associate Degree,1,Arkansas
18118246,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Georgia
18118520,Female,5,English,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Missouri
18118589,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Missouri
18118623,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Kansas
18118692,Male,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Mississippi
18118882,Male,5,Other,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,California
18119016,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Idaho
18119146,Male,5,English,0 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Mississippi
18119288,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Louisiana
18119341,Male,5,English,1-3 days,1-3 days,Mostly confident,Not very well,"Some College Credit, no Degree",1,Utah
18119351,Female,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Missouri
18119441,Female,5,English,1-3 days,1-3 days,Completely confident,Not very well,Master’s Degree,1,Illinois
18120038,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Alaska
18120654,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Maine
18120917,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Delaware
18121399,Male,5,English,1-3 days,1-3 days,Somewhat confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Arkansas
18121636,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Pennsylvania
18121687,Female,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,Exp 1 ACE,Washington
18121729,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Georgia
18121837,Male,5,Other,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Pennsylvania
18121844,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Pennsylvania
18122185,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,South Carolina
18122301,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arizona
18122596,Female,5,English,4-6 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,Exp 1 ACE,Vermont
18122605,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,District of Columbia
18122738,Male,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Ohio
18122927,Female,5,English,Every day,4-6 days,Mostly confident,Somewhat well,Associate Degree,Exp 1 ACE,Maine
18122977,Male,5,English,1-3 days,Every day,Somewhat confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Alaska
18123051,Male,5,English,Every day,1-3 days,Completely confident,Very well,Master’s Degree,1,Rhode Island
18123093,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
18123490,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Colorado
18123703,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,Exp 2 ACE,Texas
18123840,Female,5,English,4-6 days,Every day,Mostly confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Kentucky
18123860,Male,5,English,Every day,Every day,Mostly confident,Very well,Associate Degree,Exp 2 ACE,North Carolina
18123915,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,North Carolina
18123961,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Illinois
18123991,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Kansas
18124488,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,"Vocational, trade, or business school program",1,Iowa
18124507,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Tennessee
18124760,Male,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18124882,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,Wisconsin
18125092,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Pennsylvania
18125717,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Doctorate,1,California
18125831,Male,5,English,Every day,1-3 days,Completely confident,Somewhat well,Master’s Degree,Exp 2 ACE,Alabama
18126235,Female,5,English,4-6 days,Every day,Completely confident,Very well,Associate Degree,Exp 1 ACE,Mississippi
18126319,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18126472,Male,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,South Carolina
18126495,Male,5,English,1-3 days,4-6 days,Mostly confident,Not very well,High School Graduate or GED,1,Oregon
18126590,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,Ohio
18127226,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Associate Degree,1,Maine
18127228,Female,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Maine
18127540,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Vermont
18127569,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,Bachelor’s Degree,1,Massachusetts
18127779,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Wyoming
18127912,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Doctorate,1,Kentucky
18127993,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Massachusetts
18127999,Female,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Oklahoma
18128150,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,New Hampshire
18128290,Female,5,English,1-3 days,Every day,Completely confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,Iowa
18128491,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,New Hampshire
18128624,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Connecticut
18128662,Male,5,Other,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Rhode Island
18128781,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Doctorate,1,Vermont
18128805,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18128811,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,1,Rhode Island
18128909,Male,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Washington
18129066,Female,5,Other,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Nevada
18129378,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Hawaii
18129641,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,District of Columbia
18129663,Male,5,English,0 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,District of Columbia
18129719,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Connecticut
18130032,Female,5,Other,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,North Carolina
18130071,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,Kansas
18130241,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",1,Ohio
18130699,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Iowa
18130933,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,South Dakota
18131223,Male,5,English,4-6 days,4-6 days,Somewhat confident,Somewhat well,Doctorate,Exp 1 ACE,Montana
18131234,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Missouri
18131407,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Associate Degree,Exp 2 ACE,South Carolina
18131460,Female,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,South Carolina
18131599,Male,5,Other,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Pennsylvania
18131714,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Louisiana
18131911,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Louisiana
18132350,Male,5,English,4-6 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Mississippi
18132425,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Utah
18133329,Male,5,English,0 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Massachusetts
18133753,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Associate Degree,1,Arizona
18133926,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Arizona
18133974,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Utah
18134135,Male,5,English,0 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Oklahoma
18134329,Female,5,English,4-6 days,Every day,Completely confident,Very well,Doctorate,1,Maine
18134375,Male,5,English,1-3 days,Every day,Completely confident,Not very well,Master’s Degree,Exp 1 ACE,Idaho
18134437,Male,5,English,4-6 days,Every day,Somewhat confident,Somewhat well,Bachelor’s Degree,1,Maine
18134504,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Tennessee
18134532,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Maryland
18134770,Female,5,English,0 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Rhode Island
18134929,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,District of Columbia
18135216,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Hawaii
18135381,Male,5,English,Every day,Every day,Completely confident,Very well,9th-12th grade; No diploma,Exp 1 ACE,Missouri
18135403,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,North Carolina
18135613,Male,5,English,Every day,1-3 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Oklahoma
18135796,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,New York
18135811,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 2 ACE,Arkansas
18135859,Male,5,English,Every day,4-6 days,Mostly confident,Very well,Master’s Degree,1,Iowa
18135916,Male,5,Other,Every day,Every day,Somewhat confident,Somewhat well,Master’s Degree,1,Kentucky
18136667,Male,5,Other,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,New York
18136716,Female,5,English,Every day,4-6 days,Mostly confident,Very well,Master’s Degree,1,Virginia
18136717,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Doctorate,1,Virginia
18137065,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,New Mexico
18137267,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,8th grade or less,1,Louisiana
18137511,Female,5,Spanish,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,New Mexico
18137549,Male,5,Other,1-3 days,0 days,Completely confident,Very well,"Some College Credit, no Degree",1,Massachusetts
18137880,Male,5,English,Every day,0 days,Completely confident,Very well,Associate Degree,1,Wyoming
18137998,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Utah
18138161,Male,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Rhode Island
18138189,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Vermont
18138234,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,Colorado
18138343,Male,5,English,4-6 days,Every day,Mostly confident,Very well,High School Graduate or GED,1,West Virginia
18139089,Female,5,English,Every day,Every day,Completely confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,Montana
18139112,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Alabama
18139143,Female,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Florida
18139725,Male,5,English,Every day,Every day,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Alaska
18139793,Female,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,North Dakota
18139835,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,Exp 1 ACE,Arizona
18140161,Female,5,English,4-6 days,Every day,Completely confident,Very well,Doctorate,1,Wyoming
18140186,Male,5,Other,1-3 days,4-6 days,Completely confident,Not very well,Doctorate,1,District of Columbia
18140345,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Wisconsin
18140527,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Wyoming
18140772,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18140887,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Texas
18141012,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Doctorate,1,Oklahoma
18141120,Female,5,English,0 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Utah
18141474,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Tennessee
18141632,Male,5,English,1-3 days,4-6 days,Somewhat confident,Somewhat well,9th-12th grade; No diploma,Exp 1 ACE,Iowa
18142003,Male,5,English,0 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Kansas
18142072,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Michigan
18142099,Male,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Colorado
18142146,Female,5,English,1-3 days,Every day,Mostly confident,Somewhat well,Master’s Degree,Exp 1 ACE,Texas
18142171,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Alabama
18142222,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Arkansas
18142263,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Alabama
18142374,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Kentucky
18142506,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Arkansas
18142575,Female,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Tennessee
18142630,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,Louisiana
18142734,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18142831,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Missouri
18143276,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,West Virginia
18143478,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Georgia
18143660,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,West Virginia
18143755,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Virginia
18143906,Female,5,Spanish,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18143956,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Louisiana
18144218,Male,5,English,Every day,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,1,Wyoming
18144456,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Minnesota
18144881,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Illinois
18145258,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,"Vocational, trade, or business school program",1,Wyoming
18145304,Female,5,Other,Every day,0 days,Completely confident,Somewhat well,High School Graduate or GED,1,Arizona
18145310,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Wyoming
18145362,Male,5,English,Every day,4-6 days,Completely confident,Very well,Doctorate,1,Alaska
18145369,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Maine
18145450,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Arizona
18145646,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Maryland
18145721,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,North Dakota
18145740,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,New Hampshire
18145890,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Doctorate,1,Arizona
18146035,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,New Hampshire
18146084,Female,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Rhode Island
18146343,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Maryland
18146413,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Maryland
18146488,Male,5,English,1-3 days,1-3 days,Mostly confident,Very well,Bachelor’s Degree,1,Colorado
18146614,Female,5,English,1-3 days,1-3 days,Completely confident,Not very well,Bachelor’s Degree,1,Connecticut
18146996,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,District of Columbia
18147002,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Doctorate,1,District of Columbia
18147153,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,District of Columbia
18147253,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,New Mexico
18147403,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Texas
18147425,Male,5,English,1-3 days,1-3 days,Completely confident,Not very well,Associate Degree,Exp 2 ACE,Texas
18147469,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Missouri
18147753,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Michigan
18147767,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Virginia
18147784,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,1,Missouri
18147851,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Iowa
18147902,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Doctorate,1,Oklahoma
18148048,Female,5,Other,1-3 days,4-6 days,Completely confident,Somewhat well,8th grade or less,1,Ohio
18148286,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,Bachelor’s Degree,1,Alabama
18148643,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,California
18148675,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Associate Degree,1,Michigan
18148760,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Virginia
18148804,Male,5,English,Every day,1-3 days,Completely confident,Very well,Associate Degree,Exp 2 ACE,North Carolina
18148821,Male,5,English,Every day,Every day,Somewhat confident,Very well,Bachelor’s Degree,1,Tennessee
18148886,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Alaska
18148918,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
18149142,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18149326,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,New York
18149353,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Florida
18149529,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Doctorate,1,North Carolina
18149704,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Utah
18149787,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Louisiana
18149918,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Montana
18149972,Female,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Ohio
18150202,Male,5,English,Every day,Every day,Mostly confident,Very well,High School Graduate or GED,1,Colorado
18150264,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,New Jersey
18150360,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,California
18150794,Female,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Illinois
18150889,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Wyoming
18150968,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
18151009,Male,5,English,Every day,4-6 days,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Massachusetts
18151101,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Master’s Degree,1,Alaska
18151452,Female,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,"Vocational, trade, or business school program",Exp 1 ACE,Arizona
18151779,Male,5,Spanish,Every day,Every day,Completely confident,Very well,Doctorate,Exp 1 ACE,Connecticut
18151819,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Rhode Island
18151829,Female,5,English,1-3 days,4-6 days,Completely confident,Not very well,Bachelor’s Degree,1,Pennsylvania
18151940,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Vermont
18152010,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Delaware
18152295,Male,5,Other,4-6 days,4-6 days,Completely confident,Somewhat well,Doctorate,1,Delaware
18152384,Male,5,Other,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Hawaii
18152503,Female,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,1,Nevada
18152909,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Georgia
18153049,Female,5,Spanish,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Kansas
18153323,Female,5,English,1-3 days,1-3 days,Mostly confident,Very well,"Some College Credit, no Degree",1,Alabama
18153402,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,North Carolina
18153413,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Alabama
18153423,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Alabama
18153443,Male,5,English,Every day,Every day,Mostly confident,Very well,Master’s Degree,1,Kansas
18153556,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Oklahoma
18153628,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Oklahoma
18153808,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Ohio
18154268,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Virginia
18154290,Female,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Florida
18154369,Female,5,English,1-3 days,0 days,Somewhat confident,Somewhat well,Bachelor’s Degree,1,California
18154399,Female,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Oregon
18154431,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Minnesota
18154548,Female,5,English,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Arkansas
18154619,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,High School Graduate or GED,1,Utah
18154660,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Wyoming
18154771,Female,5,English,Every day,1-3 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,Louisiana
18154850,Male,5,Other,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Colorado
18154864,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Nevada
18154881,Male,5,English,1-3 days,Every day,Mostly confident,Somewhat well,Master’s Degree,1,Illinois
18154954,Male,5,Other,1-3 days,Every day,Mostly confident,Somewhat well,Master’s Degree,1,New Mexico
18154978,Female,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,9th-12th grade; No diploma,1,Vermont
18155189,Female,5,English,1-3 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Alaska
18155459,Male,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Arizona
18155509,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,"Some College Credit, no Degree",1,Vermont
18155589,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Hawaii
