hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
18155635,Female,5,Spanish,1-3 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,Connecticut
18155645,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,West Virginia
18155768,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Maryland
18156060,Male,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Nevada
18156431,Male,5,English,0 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18156492,Female,5,Spanish,Every day,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,Arkansas
18156641,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,Associate Degree,1,Montana
18156856,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",Exp 2 ACE,Montana
18156939,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,1,Idaho
18156963,Female,5,English,Every day,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Washington
18156990,Female,5,English,4-6 days,Every day,Completely confident,Very well,High School Graduate or GED,1,North Carolina
18157052,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Alabama
18157061,Female,5,English,Every day,1-3 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,Texas
18157106,Male,5,English,1-3 days,0 days,Somewhat confident,Somewhat well,High School Graduate or GED,1,New Mexico
18157189,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,Wyoming
18157596,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Maine
18157622,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Kansas
18157666,Male,5,Other,1-3 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Delaware
18157728,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
18157808,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Missouri
18158283,Male,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,Maryland
18158478,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Iowa
18158511,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Alabama
18158535,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Alabama
18158607,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,West Virginia
18158637,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,South Carolina
18158661,Female,5,English,4-6 days,Every day,Mostly confident,Very well,Associate Degree,1,Michigan
18158760,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,1,Hawaii
18158895,Male,5,English,Every day,Every day,Mostly confident,Very well,9th-12th grade; No diploma,Exp 1 ACE,Texas
18159257,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18159285,Female,5,English,Every day,Every day,Mostly confident,Somewhat well,Bachelor’s Degree,1,Kansas
18159308,Male,5,Spanish,4-6 days,1-3 days,Completely confident,Somewhat well,Master’s Degree,1,Tennessee
18159415,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,North Carolina
18159494,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Bachelor’s Degree,1,Indiana
18159509,Male,5,English,0 days,1-3 days,Mostly confident,Somewhat well,Master’s Degree,1,Texas
18159625,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Florida
18159681,Male,5,English,4-6 days,Every day,Mostly confident,Very well,"Some College Credit, no Degree",1,Colorado
18159817,Male,5,English,Every day,Every day,Somewhat confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,North Carolina
18159858,Female,5,English,0 days,1-3 days,Mostly confident,Somewhat well,Associate Degree,Exp 1 ACE,Georgia
18159951,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Montana
18160241,Male,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,North Dakota
18160270,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,South Dakota
18160272,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,South Dakota
18160296,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,South Dakota
18160370,Female,5,English,Every day,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,West Virginia
18160451,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Florida
18160520,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,High School Graduate or GED,1,South Carolina
18161007,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Louisiana
18161662,Female,5,English,Every day,1-3 days,Completely confident,Not very well,Bachelor’s Degree,1,Utah
18161686,Female,5,English,4-6 days,4-6 days,Somewhat confident,Somewhat well,Bachelor’s Degree,1,Ohio
18161775,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Kansas
18162029,Female,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,West Virginia
18162053,Male,5,English,0 days,1-3 days,Mostly confident,Not very well,"Some College Credit, no Degree",Exp 2 ACE,Tennessee
18162100,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,9th-12th grade; No diploma,Exp 1 ACE,West Virginia
18162158,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,High School Graduate or GED,1,Utah
18162182,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,Exp 2 ACE,New Mexico
18162351,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Montana
18162561,Female,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,Exp 1 ACE,Massachusetts
18162604,Female,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,Massachusetts
18162638,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Michigan
18162656,Male,5,Spanish,Every day,Every day,Mostly confident,Somewhat well,8th grade or less,1,New Mexico
18162899,Male,5,English,Every day,Every day,Somewhat confident,Somewhat well,Bachelor’s Degree,1,Alaska
18162957,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Associate Degree,1,Idaho
18163068,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Ohio
18163098,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Vermont
18163245,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Kentucky
18163271,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Wyoming
18163359,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Connecticut
18163599,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Massachusetts
18163767,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Connecticut
18163860,Male,5,English,4-6 days,Every day,Mostly confident,Very well,Master’s Degree,1,Montana
18163879,Male,5,English,Every day,Every day,Mostly confident,Very well,Doctorate,Exp 1 ACE,Oregon
18163939,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Doctorate,1,Oregon
18163971,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Maryland
18164213,Male,5,English,Every day,4-6 days,Completely confident,Very well,Associate Degree,1,New Jersey
18164236,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Doctorate,1,Delaware
18164777,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,District of Columbia
18165714,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Kansas
18165816,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Florida
18165961,Female,5,English,4-6 days,Every day,Completely confident,Very well,Master’s Degree,1,Wisconsin
18166074,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Ohio
18166397,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
18166437,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Alaska
18166703,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Wisconsin
18166781,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Wisconsin
18166998,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Montana
18167557,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Kentucky
18167995,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,Nevada
18168026,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Doctorate,1,Wyoming
18168278,Male,5,English,4-6 days,1-3 days,Somewhat confident,Somewhat well,High School Graduate or GED,1,Oregon
18168513,Female,5,English,4-6 days,Every day,Completely confident,Very well,Doctorate,1,Vermont
18168615,Female,5,English,4-6 days,Every day,Mostly confident,Somewhat well,Doctorate,1,Alaska
18168811,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,New Hampshire
18168964,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Colorado
18169133,Male,5,Spanish,0 days,0 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Arizona
18169156,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Vermont
18169162,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,9th-12th grade; No diploma,Exp 2 ACE,Washington
18169304,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Connecticut
18169349,Female,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,Rhode Island
18169383,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Utah
18170132,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,New Mexico
18170235,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,District of Columbia
18170237,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,District of Columbia
18170380,Male,5,Spanish,Every day,Every day,Completely confident,Very well,Associate Degree,1,Connecticut
18170533,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Iowa
18170612,Female,5,English,Every day,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Missouri
18170759,Male,5,English,1-3 days,1-3 days,Mostly confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,Kansas
18170795,Female,5,Other,0 days,0 days,Completely confident,Somewhat well,Doctorate,Exp 1 ACE,Arkansas
18170895,Male,5,English,4-6 days,1-3 days,Mostly confident,Somewhat well,"Some College Credit, no Degree",1,Iowa
18170938,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Mississippi
18171022,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Oklahoma
18171102,Female,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,Exp 2 ACE,Montana
18171298,Male,5,English,1-3 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Pennsylvania
18171590,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,Michigan
18171682,Male,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Alabama
18171726,Male,5,English,1-3 days,Every day,Completely confident,Very well,Associate Degree,1,Louisiana
18171888,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,North Carolina
18171924,Male,5,Spanish,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Texas
18171981,Male,5,English,4-6 days,1-3 days,Mostly confident,Somewhat well,Master’s Degree,1,North Carolina
18172073,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
18172470,Male,5,English,Every day,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Washington
18172519,Male,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Washington
18172575,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Colorado
18172704,Male,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,New Jersey
18172863,Male,5,English,Every day,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Florida
18172882,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Alaska
18172885,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Alaska
18172971,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Massachusetts
18173034,Male,5,English,1-3 days,1-3 days,Mostly confident,Very well,Bachelor’s Degree,1,Ohio
18173117,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Maryland
18173310,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Tennessee
18173330,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 1 ACE,Massachusetts
18173448,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Rhode Island
18173624,Male,5,English,4-6 days,1-3 days,Mostly confident,Very well,Associate Degree,1,Wyoming
18173829,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Idaho
18174374,Male,5,English,1-3 days,0 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Florida
18174391,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,South Dakota
18175149,Female,5,English,Every day,Every day,Completely confident,Very well,Associate Degree,1,Connecticut
